,name,online_order,book_table,rate,dish_liked,approx_cost(for two people)
22596,Punjabi Raswada,0,Yes,3.5outof5,"Gajar Ka Halwa, Lassi, Jeera Rice, Shahi Paneer, Shikanji, Makke Ki Roti, Kofta Curry",800
22597,SVR Foods - Night Ka Khana,0,No,3.5outof5,,400
22598,Targaryen's Kitchen,0,No,3.6outof5,,550
22599,Suji's Kitchen,0,No,,,300
22600,Durbari Restaurant,0,No,3.2outof5,,600
22601,Sang Grail,0,No,3.6outof5,,300
22602,Stories - The Kitchen,0,No,,,500
22603,La Mirch,0,No,,,400
22604,Cakeship,0,No,,,200
22605,Khanapur Express,0,No,,,500
22606,TeaChaTe Express,0,No,,,150
22607,Hungry Hub,0,No,,,300
22608,Sweet Melts,0,No,,,400
22609,Chat Junction,0,No,,,250
22610,New Nandan Family Restaurant,0,No,,,450
22611,SAATHVIK Cafe Chats,0,No,,,250
22612,Arzak,0,No,,,300
22613,Furry Fairy Paw Paradise,0,No,,,500
22614,Petoo,0,No,3.7outof5,"Jal-jeera, Paratha, Chaat",800
22615,Keshava Kabab Centre,0,No,3.2outof5,,200
22616,Sandwich Manne,0,No,,,250
22617,Impala Biryani,0,No,3.2outof5,,150
22618,Mane Biryani,0,No,,,250
22619,Cake N Cookies,0,No,,,350
22620,Bright Go Nuts,0,No,,,100
22621,Shavaji Hotel,0,No,,,200
22622,Hotel Namadhari,0,No,,,150
22623,Nammuru Nati Hotel,0,No,,,300
22624,3ice Cubes,0,No,,,150
22625,Tasty Restaurant,0,No,NEW,,300
22626,Hotel Ambara,0,No,,,500
22627,Biryani Treat,0,No,,,400
22628,Best Biryani,0,No,,,300
22629,Innate,0,No,,,
22630,Tandoori Spot,0,No,3.5outof5,,500
22631,Night Hunger,0,No,3.1outof5,,350
22632,Iyengar's Bakery,0,No,,,600
22633,My Chef,0,No,,,300
22634,Pizza Hut,0,No,NEW,,400
22635,Nutri Fit,0,No,NEW,,300
22636,Padosi Apke Apne,0,No,NEW,,300
22637,Grill On Wheels,0,No,NEW,,400
22638,Foodmagic,0,No,,,600
22639,Charcoal Flame,0,No,,,500
22640,Chicken Dera,0,No,3.0outof5,,400
22641,South Indian Kitchen,0,No,3.3outof5,,300
22642,Cocoa 'n' CrÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ¨me,0,No,3.5outof5,,250
22643,Sri Shyam Sweets & Snacks,0,No,,,100
22644,Magic Masala,0,No,,,550
22645,Flying Cakes,0,No,,,500
22646,Tandoor Dum,0,No,,,600
22647,Express Food Point,0,No,,,300
22648,Desi Jalpaan,0,No,,,150
22649,Home Treats,0,No,,,250
22650,Ministry of Burger,0,No,,,500
22651,Soul Curries,0,No,,,150
22652,Butthi - The Meal Basket,0,No,,,400
22653,Udupi Park Inn,0,No,,,150
22654,Night Restro,0,No,3.1outof5,,500
22655,Namma Kudla,0,No,4.0outof5,"Sea Food, Neer Dosa, Fish, Crab Sukha, Biryani, Chicken Thali, Chicken Meal",400
22656,WOW Laddus,0,No,,,800
22657,Bhojon Tripti,0,No,2.9outof5,,300
22658,Indus Family Restaurant,0,No,3.8outof5,"Mutton Biryani, Thali",600
22659,Miss Momo,0,No,3.2outof5,,250
22660,Borah's Kitchen,0,No,3.3outof5,,250
22661,Green Go,0,No,NEW,,200
22662,Heaven 2 Oven,0,No,NEW,,300
22663,Casa Piccosa,0,Yes,4.1outof5,"Cocktails, Cajun Chicken, Beer, Salads, Chilli Babycorn, Chicken Tacos, Murgh Platter","1,100"
22664,Thayee Touch,0,No,3.6outof5,,450
22665,Eten,0,No,3.8outof5,,600
22666,Biryani Knights,0,No,3.6outof5,,300
22667,Kakal Kai Ruchi,0,No,3.9outof5,,450
22668,Donne Biriyani Mane,0,No,,,250
22669,MyPotli,0,No,3.7outof5,,100
22670,JP Fish Land,0,No,3.6outof5,,300
22671,TheRiceBowl.In,0,No,3.4outof5,,200
22672,Deccan Spice,0,No,3.5outof5,"Hyderabadi Biryani, Dum Ka Chicken, Rice",750
22673,NEW SUNRISE RESTAURANTS,0,No,2.7outof5,Tandoori Chicken,500
22674,The Maori - Aurick Boutique Hotel,0,No,3.5outof5,,"1,000"
22675,Andhra Grills,0,No,3.0outof5,"Andhra Meal, Thali",800
22676,Appam Centre,0,No,3.2outof5,,200
22677,Sea Horse,0,No,3.4outof5,,500
22678,Nati Biriyani Mane,0,No,3.2outof5,,200
22679,Delicious Night,0,No,,,200
22680,Apoorva Halli Mane,0,No,,,350
22681,Night Panda,0,No,2.9outof5,"Burgers, Chicken Biryani",500
22682,North Indian Meals,0,No,3.2outof5,,300
22683,Spicy Grill,0,No,,,350
22684,Happiness Bars,0,No,3.2outof5,,500
22685,Zyksha,0,No,3.4outof5,,200
22686,Chilli N Chicken,0,No,3.2outof5,,400
22687,Biryani Times,0,No,3.5outof5,,300
22688,KHANAPUR TIFFINS,0,No,,,250
22689,Hunger Nights,0,No,,,400
22690,Sambram,0,No,,,800
22691,Hotel Akshaya Restaurant,0,No,,,400
22692,Uttara Karanataka Mess,0,No,3.3outof5,,200
22693,Arabian Nights,0,No,,,200
22694,Taruni Foods,0,No,,,300
22695,RBP Greens Garden,0,No,2.7outof5,,700
22696,Spice Up,0,No,3.8outof5,"Chicken Lollipop, Vegetable Biryani, Noodles, Chicken Noodle, Clear Soup, Hot Pot, Coriander Chicken",600
22697,Jayanagar Grill House,0,No,3.5outof5,,250
22698,Dal Roti,0,No,3.7outof5,"Dal Makhani, Thali, Rajma Masala, Dal Fry, Sweet Lassi, Gulab Jamun",150
22699,Central Jail Restaurant,0,No,3.8outof5,"Lime Soda, Manchow Soup, Biryani, Lemon Chicken, Tomato Soup, Butter Naan, Chilli Chicken",700
22700,Restro Cafe,0,No,3.8outof5,,400
22701,Crepe Nation,0,No,3.8outof5,,300
22702,Davangere Benna Dose Hotel,0,No,4.1outof5,"Benne Dosa, Idli, Coffee",100
22703,Thirsty Tiger,0,Yes,3.5outof5,,"1,300"
22704,Nite Out,0,No,3.9outof5,"Biryani, Noodles",500
22705,Chaat Chatore,0,No,,,300
22706,The Paratha Stories,0,No,NEW,,250
22707,Favourite Restaurant,0,No,,,300
22708,Karavali Lunch Home,0,No,3.7outof5,,350
22709,Jalpaan,0,Yes,4.0outof5,"Mocktails, Tomato Soup, Pasta, Nachos, Chaat, Potli Biryani, Lassi",900
22710,Chef All Nite,0,No,3.9outof5,"Paneer Manchurian, Gulab Jamun, Noodles, Chicken Noodle, Butter Chicken, Vegetable Biryani",300
22711,Bella,0,Yes,3.9outof5,"Ghee Roast Paneer, Murgh Ghee Roast, Fish Fry, Neer Dosa, Appam, Sea Food, Chicken Sukha","1,000"
22712,Mangalore Lunch Home,0,No,3.6outof5,,250
22713,Papacream,0,No,3.7outof5,,350
22714,You N Cane,0,No,,,250
22715,New Rajadhani Spicy,0,No,3.7outof5,,700
22716,Dazu Momoz,0,No,,,200
22717,Hungry Buddies,0,No,3.4outof5,,150
22718,Shake The Shake,0,No,NEW,,200
22719,Kitchen24,0,No,NEW,,300
22720,Smoke Oil Salt,0,No,NEW,,850
22721,Northern Bites,0,No,3.2outof5,,400
22722,Vindu Andhra Ruchulu,0,No,3.8outof5,"Raita, Chicken Curry, Fish, Mutton Biryani, Beer, Chicken Guntur, Chicken Biryani",800
22723,Kataria's Pakwan,0,No,3.3outof5,"Paratha, Lassi, Manchurian, Thali",400
22724,The French Loaf,0,No,2.9outof5,,400
22725,China Tang,0,No,3.7outof5,,600
22726,Sandwich Shop,0,No,2.9outof5,,400
22727,Cable Car,0,Yes,4.3outof5,"Pasta, Salads, Mocktails, Veg Buffet, Paneer Tikka, Biryani, Falafel","1,000"
22728,B.M.W Bhookh Mitaane Wala,0,No,3.6outof5,,500
22729,TGI Fridays,0,Yes,3.9outof5,"Cocktails, Salads, Burgers, Long Island Iced Tea, Tacos, Nachos, Steak","1,700"
22730,MK Dabbawala,0,No,3.0outof5,,400
22731,Hungry Haters,0,No,,,300
22732,Vennela Andhra Meals,0,No,3.0outof5,,400
22733,DeliBox.in,0,No,3.7outof5,,150
22734,Just Bite@Late Night,0,No,,,300
22735,Punjabi Times,0,Yes,4.1outof5,"Chicken Tikka, Kheer, Butter Chicken, Dal Makhani, Makke Ki Roti, Lassi, Paratha","1,000"
22736,Mandi,0,Yes,3.8outof5,"Phirni, Chaat, Noodles, Rasgulla, Rabri, Butter Naan, Jalebi",800
22737,Swad Restaurant,0,No,3.7outof5,"Thali, Paratha, Dal Kichadi",550
22738,Kabab Treat,0,No,2.8outof5,"Biryani, Tandoori Chicken, Chicken Grill, Shawarma Roll",500
22739,Zhangs Classic,0,No,2.6outof5,"Chowmein, Chicken Manchow Soup, Momos, Dragon Rolls, Chicken Momo, Hot Pot, Sweet Corn Chicken Soup",600
22740,Mango Tree- The Beer Garden,0,Yes,4.1outof5,"Dragon Chicken, Mutton Biryani, Mocktails, Dal Makhani, Rumali Roti, Butter Naan, Paneer Tikka","1,200"
22741,Kollapuri's,0,No,3.6outof5,"Biryani, Fish, Roti",600
22742,Bawarchi Inn,0,No,3.1outof5,"Dum Biryani, Chicken Biryani, Rice, Roti, Mutton Biryani",600
22743,Tawa Sagara,0,No,3.8outof5,"Sea Food, Biryani, Fish Thali, Neer Dosa, Murgh Ghee Roast",
22744,GFC Biryani,0,No,,,300
22745,Pallavi North Indian Veg Restaurant,0,No,3.7outof5,"Butter Paneer, Butter Naan, Panneer Butter Masala, Tandoori Roti",450
22746,Al-Marhaba Restaurant,0,No,NEW,,400
22747,Earth Plate Express,0,No,3.9outof5,,600
22748,Totus,0,No,NEW,,300
22749,Jhasaa,0,No,3.2outof5,,500
22750,Naati Biriyani,0,No,3.1outof5,,300
22751,The Biryani House,0,No,,,400
22752,Tongue Twisters,0,No,3.5outof5,"Veg Thali, Fish Thali",350
22753,Nagarjuna,0,No,4.2outof5,"Andhra Meal, Mutton Biryani, Pepper Chicken, Veg Thali, Chicken Guntur, Raita, Chicken Kebab",800
22754,Cafe Fattoush,0,No,3.8outof5,,700
22755,Narmadha's Hyderabad Biriyani,0,No,3.9outof5,"Hyderabadi Biryani, Mutton Biryani, Vegetable Biryani",550
22756,Vaho Kafe & Pressery,0,No,3.9outof5,"Salad, Chicken Curry, Peri Peri Chicken, Thai Red Curry, Momos, Chicken Satay, Pasta",500
22757,Gundu Pulav,0,No,3.3outof5,,400
22758,Northern Bites,0,No,NEW,,350
22759,Rotti Mane,0,No,3.6outof5,,200
22760,Athithi,0,No,2.8outof5,Dum Biryani,650
22761,Night Cafe,0,No,3.0outof5,,350
22762,Jiyo Natural,0,No,3.6outof5,,300
22763,Fitbakes,0,No,3.6outof5,,400
22764,D2V Cafe,0,No,3.6outof5,,700
22765,Coastal Inn,0,No,3.4outof5,"Biryani, Sea Food, Fish Thali",800
22766,Andhra Bhojanam,0,No,3.6outof5,,600
22767,Mr Shawarma,0,No,,,200
22768,The Little Kitchen,0,No,3.8outof5,,300
22769,Singh Da Dhaba,0,No,3.3outof5,,400
22770,Amaravati Grand,0,No,3.4outof5,,550
22771,Pohawala,0,No,,,100
22772,Cafe Choco Craze,0,No,3.7outof5,,400
22773,Santhrupthi Halli Mane,0,No,,,500
22774,Night Bell,0,No,3.1outof5,"Burgers, Murgh Malai, Oreo Shake",450
22775,The Fresh Wok,0,No,3.3outof5,,600
22776,Swad Family Restaurant,0,No,,,650
22777,Om Nom Thai,0,No,,,400
22778,The Sofraah Kebabs & Kurries - Eden Park Restaurants,0,Yes,3.8outof5,"Mutton Biryani, Cocktails, Dal Makhani, Naan, Fish, Roti, Lamb","1,350"
22779,Halli Rotti Manne,0,No,3.4outof5,,100
22780,Moms Flavor,0,No,NEW,,400
22781,Swad Plaza,0,No,3.4outof5,,400
22782,Melt - Eden Park,0,Yes,4.0outof5,"Tandoori Chicken, Biryani, Paneer Tikka, Chicken Curry, Plain Rice, Cheese Naan, Malaysian Noodles","1,000"
22783,Midnight Restro,0,No,3.4outof5,,500
22784,Gharelu Zaika,0,No,3.7outof5,,250
22785,Status,0,No,3.3outof5,Prompt Service,600
22786,Flavour of China,0,No,3.8outof5,"Spring Roll, Chilli Chicken, Chowmein, Sweet Corn Chicken Soup, Dragon Chicken, Hakka Noodles, Chop Suey",550
22787,Late Night,0,No,3.7outof5,"Panneer Butter Masala, Manchurian, Noodles, Tandoori Roti, Naan, Paratha, French Fries",500
22788,Desi Vibes,0,No,3.7outof5,Malai Kofta,600
22789,Spicy World,0,No,3.4outof5,,200
22790,Odhavji Kitchen,0,No,,,200
22791,Perch,0,No,NEW,,350
22792,Healthy Parathawala,0,No,NEW,,200
22793,Dabba Karkhana,0,No,3.5outof5,,300
22794,Eshanya,0,Yes,4.1outof5,"Spring Roll, Vanilla Ice Cream, Veg Thali, Biryani, Thandai, Roti, Tikka","1,000"
22795,Food Times,0,No,,,300
22796,Sagar Fast Food,0,No,3.7outof5,"Idli, Masala Dosa",300
22797,Heritage Cafe,0,No,3.6outof5,,200
22798,The Cravery,0,No,2.6outof5,,500
22799,Desi Aahar,0,No,NEW,,400
22800,The Juicy,0,No,3.5outof5,,100
22801,Siddique Kabab Centre,0,No,3.1outof5,"Chicken Grill, Rumali Roti, Rolls",550
22802,Targaryen's Kitchen,0,No,3.6outof5,Tandoori Chicken,600
22803,Polar Bear,0,No,,,150
22804,Frozen Bottle,0,No,3.7outof5,,400
22805,Akshaya Grand,0,No,3.4outof5,,750
22806,Shri Vinayaka Ice N Juice,0,No,3.7outof5,,200
22807,Sri Bhagya Grand,0,No,3.4outof5,"Pav Bhaji, Tea, Tandoori Roti, Coffee, Malai Kofta, Vada, Curd Rice",450
22808,The Biriyani Factory,0,No,3.1outof5,,500
22809,Kickin Burger,0,No,3.1outof5,,400
22810,Grow Fit,0,No,3.6outof5,,500
22811,Upahara Sagar,0,No,3.0outof5,,300
22812,Desi Cream Junction,0,Yes,3.7outof5,Vegetarian,650
22813,Sweet Chariot,0,No,2.8outof5,,500
22814,Chawla's 2 Online.com,0,No,,,800
22815,Kitchens@BTM,0,No,3.9outof5,,400
22816,BOX8- Desi Meals,0,No,4.1outof5,"Paratha, Salads, Dal Makhani, Salad, Masala Lemonade, Paneer Biryani, Sandwiches",500
22817,Mojo Pizza - 2X Toppings,0,No,4.3outof5,"Veggie Pizza, Garlic Bread, Cheesy Pizza, Chicken Pizza, Thin Crust Pizza, Chocolava",600
22818,The Lounge - Eden Park Restaurants,0,Yes,3.8outof5,"Mutton Biryani, Mojito, Dal Makhani, Cocktails, Raita","1,350"
22819,Wat-a-Biryani,0,No,,,500
22820,Baker's Glove,0,No,3.4outof5,,550
22821,Limra Hotel,0,No,3.3outof5,,300
22822,Adithya,0,No,3.2outof5,,400
22823,Chef Master,0,No,3.8outof5,"Fish Curry, Appam, Tea, Egg Roast, Sea Food",300
22824,Malhar Maharashtrian Cuisine,0,No,4.0outof5,"Brinjal Curry, Misal Pav, Chicken Thali, Chicken Kolhapuri, Sabudana Vada, Veg Thali",500
22825,Akshaya Sweets & Chats,0,No,,,200
22826,Juice Fresco & Pizza,0,No,3.4outof5,,300
22827,Crystal Grandeur,0,No,,,600
22828,The Breakfast Adda,0,No,,,250
22829,Fritz Haber,0,No,3.4outof5,,450
22830,Lord Of The Kitchen,0,No,3.9outof5,,350
22831,BEIR,0,No,NEW,,800
22832,Natural Ice Cream,0,No,4.3outof5,"Chocolate Almond, Tender Coconut Ice Cream, Choco Almond, Coffee Walnut, Custard Apple",200
22833,La Casa,0,Yes,3.7outof5,"Beer, Pasta, Burgers, Biryani, Masala Peanuts, Noodles, Au Gratin",800
22834,New Kabab Plaza,0,No,3.7outof5,"Shawarma Roll, Chicken Grill, Tandoori Chicken, Chicken Wings, Ghee Rice, Pulpy Grape Juice",500
22835,The Ganache Factory,0,No,4.2outof5,"Red Velvet, Lime Pie, Nutella Cheesecake, Blueberry Cheesecake, Salted Caramel Brownie, Dessert Jar",400
22836,Sharma Ji Chaats And Desi khana,0,No,NEW,,200
22837,Hari Super Sandwich,0,No,4.1outof5,"Chocolate Sandwich, Chaat, Corn Sandwich, Chilli Cheese, Cheese Sandwiches, Veg Sandwich",200
22838,Bake-ooh,0,No,3.7outof5,,350
22839,Sree Banashankari Donne Biriyani,0,No,NEW,,250
22840,Bangalore Pizza & Pulse Juice Bar,0,No,,,500
22841,Smoor,0,No,3.6outof5,,900
22842,New Shanthi Sagar,0,No,,,300
22843,The Hot Cafe,0,No,3.2outof5,,300
22844,Joey's,0,No,3.7outof5,,300
22845,Dilish Kitchens,0,No,3.7outof5,Biryani,500
22846,Aami Kolkata,0,No,3.3outof5,,600
22847,Guru Garden,0,No,2.9outof5,Biryani,450
22848,Divina - Eden Park Restaurants,0,No,4.0outof5,"Apple Pie, New York Cheesecake",400
22849,Lakshmi Sweets,0,No,,,250
22850,Tasty Corner Veg And Non Veg,0,No,,,400
22851,Shree Manjunatha Bar and Restaurant,0,No,3.4outof5,,550
22852,Shee-Sha Cafe,0,Yes,3.6outof5,,800
22853,Ludo CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,0,No,3.9outof5,"Lemon Soda, Wine, Coffee, Fried Rice Chicken, Chilli Chicken, Milk Shake, Oreo Shake",550
22854,Crave Bite,0,No,3.6outof5,,400
22855,UNIK Food,0,No,3.3outof5,,300
22856,Sultan's Biryani,0,No,3.0outof5,,700
22857,Hearts Unlock Cafe,0,No,3.2outof5,,500
22858,Blue Berry Restaurant,0,No,2.9outof5,,600
22859,4671 Indian Coastal Cuisine,0,No,,,600
22860,Bangali Babu Restaurant,0,No,,,250
22861,Eat N Pack,0,No,,,150
22862,RICE BAR,0,No,3.1outof5,,500
22863,Pizza Da Dhaba,0,No,3.2outof5,,400
22864,Resto,0,No,3.7outof5,,350
22865,Shaahi Mezbaan Restaurant,0,No,3.1outof5,,350
22866,Day N Night Kitchen,0,No,3.2outof5,,450
22867,Mom's Momos,0,No,3.3outof5,,300
22868,Aishwarya Parkland,0,No,2.9outof5,,500
22869,Slice of Spice,0,No,3.1outof5,,400
22870,Bao and Rolls,0,No,3.6outof5,,250
22871,Snaxup Restaurant,0,No,3.5outof5,,300
22872,Lord of Combos,0,No,,,500
22873,Iyengar's Cakes and Cookies,0,No,,,200
22874,The Chef Restaurant,0,No,,,600
22875,Sai Samosa & Chat Corner,0,No,3.3outof5,,200
22876,Chocolate Junction,0,No,,,200
22877,Juice Tree,0,No,,,150
22878,Juice And Joy,0,No,,,150
22879,Udupi Thadka,0,No,,,250
22880,Pabrai's Fresh and Naturelle Icecreams,0,No,3.7outof5,"Apple Pie Ice Cream, Nolen Gur, Paan Ice Cream, Chocolate Fudge, Gur Ice Cream",300
22881,E2 - EntrÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©e Envoy,0,No,3.5outof5,,550
22882,MOYASS,0,No,,,600
22883,Top Foam Parantha Roll & Juice Centre,0,No,3.5outof5,,300
22884,Shri Lakshami Venkateshwara Iyengar's Bakery,0,No,3.5outof5,,250
22885,Tandoor Hut,0,No,2.2outof5,"Noodles, Tandoori Chicken",750
22886,Aha Juice Bar,0,No,3.6outof5,,200
22887,Shree Maruthi Sweets,0,No,3.2outof5,,250
22888,Ballava,0,No,3.3outof5,,400
22889,Cafe Club Kerala Restaurant,0,No,,,300
22890,Sapid,0,No,,,250
22891,Sapid.in,0,No,,,350
22892,Hotel Muthu,0,No,,,200
22893,Hotel Shyam Mangalam & Catering Service,0,No,,,400
22894,Watheen Nuts,0,No,,,400
22895,Thalassery Food Court,0,No,3.1outof5,,650
22896,House Of Candy,0,No,,,200
22897,Kolkata Kati Rolls,0,No,2.9outof5,,200
22898,Sandwich Mamas,0,No,3.2outof5,,300
22899,Foodiction,0,No,,,500
22900,Hotel Lakshmi Paradise,0,No,3.3outof5,,400
22901,Kamat,0,No,,,300
22902,Jugz Cafe,0,No,,,250
22903,Taste Of Home,0,No,,,300
22904,New Kabab Plaza,0,No,NEW,,300
22905,Dastarkhan,0,No,NEW,,400
22906,I-Scoop Cafe,0,No,NEW,,300
22907,Sri Banashankari Biryani Kabab Centre,0,No,,,100
22908,The Sandesh Factory,0,No,3.2outof5,,150
22909,Natha & Lobo's,0,No,,,500
22910,Sri Basaveshwara Rotti Oota,0,No,,,200
22911,Sofiya Cakes,0,No,,,300
22912,Wow Vada Pav,0,No,,,150
22913,Magadh Jalpan,0,No,,,200
22914,Candy Cake,0,No,,,500
22915,Y Not Shawarma,0,No,,,300
22916,Dhe Chef Cafe,0,No,,,200
22917,Kopper Pot,0,No,,,500
22918,Tandoor Plaza,0,No,,,500
22919,The Table,0,No,,,400
22920,Foodies Club,0,No,3.4outof5,,300
22921,Chef Snow,0,No,,,300
22922,It's My Meal Food Service,0,No,,,300
22923,Udupi Biriyani Point,0,No,,,190
22924,Fresh Code,0,No,,,300
22925,A-1 Chicken Biriyani & Kababs,0,No,,,200
22926,The Ocean Kitchen,0,No,NEW,,200
22927,Smooth,0,No,NEW,,200
22928,The Denny's,0,No,3.7outof5,"Palak Rice, Draught Beer",900
22929,Ammi's Biryani,0,No,2.4outof5,"Chicken Biryani, Hyderabadi Biryani, Rolls, Mutton Biryani, Raita, Kheer, Vegetable Biryani",500
22930,Bhukkad,0,No,3.1outof5,,250
22931,Bay Root,0,No,3.7outof5,,400
22932,Ambur Hotel,0,No,,,250
22933,BTM Cakes,0,No,3.3outof5,,400
22934,Vasudev Adiga's,0,No,2.3outof5,"Coffee, Masala Dosa, Curd Rice, Idli Vada",250
22935,Marunadan Kada,0,No,3.3outof5,,250
22936,Chaska Bun,0,No,,,
22937,Shiv Sagar,0,No,3.6outof5,,400
22938,Davanagere Benne Dosa,0,No,NEW,,150
22939,Amjad Bhai's Star Hotel - Home Food Only,0,No,NEW,,300
22940,Kamat Swaad,0,No,3.9outof5,"Jowar Roti, Akki Rottis, Buttermilk, Idli, Thali, Vada, Bajji",400
22941,Al Khaleej Snacks Corner,0,No,NEW,,200
22942,Sk Grand Hotel,0,No,3.2outof5,,400
22943,Chefie,0,No,3.3outof5,,200
22944,Red Chilli,0,No,,,400
22945,Melting Pot at Woodrose,0,No,3.7outof5,,800
22946,Kanhaiyas,0,No,3.6outof5,,150
22947,Juice Lounge,0,No,3.1outof5,,250
22948,Sri Krishna Delight,0,No,,,250
22949,Dakshin Food Palace,0,No,3.7outof5,,450
22950,Mumbai Kulfi,0,No,,,200
22951,Tandoor Nation,0,No,3.0outof5,,400
22952,Indian Kitchen Eateries-IKE,0,No,3.4outof5,,150
22953,Sakshi,0,No,3.0outof5,,550
22954,Darjeeling Momo Adda,0,No,3.1outof5,,200
22955,Al Habibi Restaurant,0,No,3.5outof5,,300
22956,The Little Kitchen,0,No,3.4outof5,,300
22957,RCS Kitchen,0,No,3.3outof5,,500
22958,Special Biriyani,0,No,2.9outof5,,300
22959,Best Shawarmas,0,No,,,300
22960,Laa Raiba Restaurant,0,No,3.3outof5,,300
22961,The Tucck Box,0,No,3.4outof5,,300
22962,Bhavani Upahara,0,No,3.3outof5,,250
22963,Parivar,0,No,3.8outof5,"Sea Food, Beer, Prawn, Neer Dosa, Palak Rice, Tandoori Chicken",500
22964,Sampoorna,0,No,3.6outof5,,600
22965,Cafe Mist,0,No,3.8outof5,"Barbecue Chicken Burger, Coffee, Ice Tea, Peri Peri Chicken, Pasta, Maggi, Nachos",500
22966,Kesar Restaurant,0,No,3.6outof5,,200
22967,Food Singh,0,No,,,500
22968,Hottey Smokey,0,No,,,400
22969,The Duke of Juices,0,No,,,200
22970,Kababji Cafe,0,No,,,300
22971,Sri Balaji Chats and Icecreams,0,No,,,250
22972,Sethi's,0,No,,,600
22973,Navab's,0,No,,,600
22974,Delhi Food Factory,0,No,,,500
22975,Bullet Biryani,0,No,3.2outof5,,300
22976,Bottle Genie,0,No,,,250
22977,Lunch & Munch,0,No,,,500
22978,Biryani Spot,0,No,3.5outof5,,300
22979,Namma Halli Jonne Biryani,0,No,3.3outof5,,300
22980,Rayalaseema Ruchulu,0,No,,,700
22981,La Passion Cafe,0,No,,,500
22982,Insta Cafe,0,No,2.9outof5,,400
22983,Deja Vu Resto Bar,0,Yes,4.4outof5,"Gajar Ka Halwa, Chilli Chicken, Hara Bhara Kebab, Custard, Brownie, Sev Puri, Pasta",900
22984,Bhojan@99,0,No,NEW,,200
22985,Hyderabad Express,0,No,NEW,,300
22986,Two Friends Cauldron,0,Yes,4.1outof5,"Butter Beer, Pasta, Fries, Burgers, Exotic Veg Pizza, Potato Wedges, Veggie Pizza",700
22987,Slate Cafe,0,No,4.1outof5,"Pasta, Sandwiches, Pizza",600
22988,Mango Greens,0,Yes,3.9outof5,,900
22989,Cakewala,0,No,4.1outof5,"Brownie, Veg Puff, Chocolate Truffle, Chocolava, Choco Truffle, Chocolate Cake",500
22990,Dream a Dozen,0,No,4.3outof5,"Cup Cake, Cake Pops, Chocolate Truffle Cake, Brownie",300
22991,Kanti Sweets,0,No,4.0outof5,"Rasmalai, Pav Bhaji",400
22992,Pancuzzi,0,No,4.2outof5,"Waffles, Burgers, Masala Fries, Crunchy Veg Burger, Tiramisu, Chocolate Pancakes, Oreo Shake",600
22993,Cafe Zuppa,0,No,NEW,,450
22994,Roll Over,0,No,4.1outof5,"Rolls, Ice Cream Roll, Fries, Chocolate Icecreams, Banana Nutella, Chocolate Ball, Waffles",500
22995,Polar Bear,0,No,4.2outof5,"Faluda, Brownie Fudge, Waffles, Sandwich, Hot Chocolate Fudge, Crepe, Sandwiches",400
22996,Stoned Monkey,0,No,3.9outof5,"Coffee, Waffles, Hot Chocolate Fudge, Cheesy Garlic Bread",500
22997,World of Waffles,0,No,3.9outof5,"Waffles, Nutella Pancakes, Nutella Waffle, Mexican Fries, Chocolate Fondue, Chocolate Overload, Ferrero Rocher",400
22998,TAB - Take A Break,0,No,4.1outof5,"Pizza, Salads, Pasta, Sandwiches, Veg Quiche, Coffee, Tea",550
22999,KC Das - Sai Sweets,0,No,2.9outof5,"Rasgulla, Rasmalai, Mishti Doi",200
23000,Multi Cakes,0,No,3.8outof5,Chocolate Cake,200
23001,Amma's Pastries,0,No,3.5outof5,,400
23002,Apsara Ice Cream,0,No,4.3outof5,"Panipuri, Kulfi, Sitaphal Ice Cream, Guava Ice Cream, Coffee",200
23003,Baskin Robbins,0,No,3.9outof5,Mississippi Mud,250
23004,Cakes And Crumbs,0,No,3.4outof5,,350
23005,Crafted Plate,0,Yes,4.2outof5,"Burgers, Egg Salad, Pasta, Pancakes, Lasagne, Pizza, Lime Soda",600
23006,Cafe Hops,0,No,3.7outof5,,300
23007,Cream Stone,0,No,4.0outof5,"Paan Ice Cream, Chocolava, Nutella Brownie, Ferrero Rocher, Waffles, Hot Chocolate Fudge, Chocolate Icecreams",500
23008,Me And My Cake,0,No,3.1outof5,,500
23009,Arun Icecreams,0,No,3.4outof5,,200
23010,The Cake Zone,0,No,NEW,,200
23011,Cariocake,0,No,3.9outof5,,350
23012,Bombay Kulfis,0,No,,,200
23013,Sweet Truth,0,No,3.8outof5,"Cheesecake, Chocolate Decadence, Pancakes, Chocolate Cake, Chocolava Cake, Chocolate Fantasy",500
23014,Berrylicious,0,No,3.8outof5,"Macaroon, Brownie Sundae, Waffles",400
23015,Just Bake,0,No,3.4outof5,,400
23016,Daily Bread,0,No,3.2outof5,"Pasta, Sandwiches, Cappuccino, Sandwich",600
23017,Asha Sweets Centre,0,No,3.9outof5,"Rabri, Panipuri, Badam Milk, Kachori, Moong Dal Halwa",250
23018,CakeZone,0,No,3.7outof5,,200
23019,Papacream,0,No,3.7outof5,,350
23020,Venkateshwara Sweets and Restaurant,0,No,3.6outof5,,400
23021,Cake Art,0,No,2.9outof5,,400
